imgname,sight,scale,x,y,angle1,angle2,distance,gain
bs0_ue00090.png,[0.],[0.742029],0.8152717,0.32326198,0.12454124,0.64069355,[0.5163695],[0.6768475]
bs0_ue00091.png,[0.],[0.742029],0.5711112,0.32854047,0.12454124,0.6537423,[0.27325934],[0.6474276]
bs0_ue00092.png,[1.],[0.742029],0.22417991,0.45408362,-0.55900764,0.0693109,[0.10833324],[0.45859993]
bs0_ue00093.png,[0.],[0.742029],0.65588975,0.12666005,0.12454124,0.7225631,[0.609636],[0.73002]
bs0_ue00094.png,[1.],[0.742029],0.3119775,0.11880332,0.32156444,0.949883,[0.30090508],[0.49934423]
bs0_ue00095.png,[1.],[0.742029],0.7713032,0.8829072,-0.16065264,0.4676659,[0.64605296],[0.5310506]
bs0_ue00096.png,[1.],[0.742029],0.73615074,0.8860401,-0.16946092,0.4588576,[0.6245222],[0.52962697]
bs0_ue00097.png,[1.],[0.742029],0.21422173,0.21800736,0.41369277,1.0420113,[0.22950949],[0.48752013]
bs0_ue00098.png,[0.],[0.742029],0.53905123,0.22199647,0.13877222,0.90154016,[0.29725832],[0.6678938]
bs0_ue00099.png,[0.],[0.742029],0.37945944,0.09796881,0.2969306,1.0705683,[0.35018644],[0.7391014]
bs0_ue00100.png,[0.],[0.742029],0.6157593,0.20629771,0.17621484,0.8506424,[0.475543],[0.6884962]
bs0_ue00101.png,[1.],[0.742029],0.4925489,0.9848783,-0.25602272,0.3722958,[0.59189004],[0.52588797]
bs0_ue00102.png,[1.],[0.742029],0.3830024,0.67049736,-0.26748735,0.36083117,[0.2604613],[0.4917572]
bs0_ue00103.png,[1.],[0.742029],0.29569435,0.30591762,0.3619259,0.9902444,[0.11864119],[0.46206498]
bs0_ue00104.png,[0.],[0.742029],0.7956844,0.22451726,0.14020482,0.75997007,[0.6040813],[0.8112025]
bs0_ue00105.png,[1.],[0.742029],0.648002,0.96398747,-0.20673506,0.42158347,[0.63557607],[0.5303399]
bs0_ue00106.png,[1.],[0.742029],0.71132994,0.89166534,-0.17675696,0.45156154,[0.6127246],[0.52882606]
bs0_ue00107.png,[1.],[0.742029],0.55270714,0.91294944,-0.227223,0.40109554,[0.5459126],[0.52254504]
bs0_ue00108.png,[1.],[0.742029],0.61375046,0.6368657,-0.12891516,0.4994034,[0.36457306],[0.50724095]
bs0_ue00109.png,[1.],[0.742029],0.30022532,0.6548405,-0.33342448,0.29489407,[0.23899983],[0.4883698]
bs0_ue00110.png,[1.],[0.742029],0.53727746,0.7159424,-0.18937632,0.4389422,[0.367577],[0.50754964]
bs0_ue00111.png,[0.],[0.742029],0.60167354,0.2981885,0.12454124,0.68192494,[0.30912897],[0.6430512]
bs0_ue00112.png,[0.],[0.742029],0.6272291,0.11930653,-0.077711284,0.9162067,[0.7186018],[0.79666597]
bs0_ue00113.png,[1.],[0.742029],0.61921835,0.9000571,-0.20391226,0.4244063,[0.5660426],[0.52547646]
bs0_ue00114.png,[1.],[0.742029],0.48532158,0.4905588,-0.08372606,0.5445925,[0.17948797],[0.47836494]
bs0_ue00115.png,[1.],[0.742029],0.5743017,0.5849365,-0.11709346,0.5112251,[0.302556],[0.49961773]
bs0_ue00116.png,[0.],[0.742029],0.68855244,0.20686242,0.17300299,0.77931654,[0.5227123],[0.78220487]
bs0_ue00117.png,[1.],[0.742029],0.23707534,0.45479724,-0.54818547,0.08013301,[0.09697057],[0.4551029]
bs0_ue00118.png,[0.],[0.742029],0.3785018,0.13112645,0.2969306,1.1052827,[0.326035],[0.72897315]
bs0_ue00119.png,[1.],[0.742029],0.5191657,0.77000767,-0.21241948,0.41589904,[0.4034618],[0.51019937]
bs0_ue00120.png,[1.],[0.742029],0.37769562,0.34070924,0.1915675,0.819886,[0.09846427],[0.4539007]
bs0_ue00121.png,[0.],[0.742029],0.6732241,0.19169545,0.17300299,0.79267806,[0.5226628],[0.74005055]
bs0_ue00122.png,[0.],[0.742029],0.8246309,0.34979174,0.14020482,0.58093596,[0.56547254],[0.7063117]
bs0_ue00123.png,[1.],[0.742029],0.72918844,0.6947627,-0.119514465,0.5088041,[0.49193716],[0.51962745]
bs0_ue00124.png,[0.],[0.742029],0.41685107,0.88282955,-0.077711284,0.2170262,[0.697824],[0.75331473]
bs0_ue00125.png,[1.],[0.742029],0.29364604,0.14622599,0.33570254,0.9640211,[0.27497077],[0.49573666]
bs0_ue00126.png,[1.],[0.742029],0.7931047,0.81351525,-0.1398117,0.48850685,[0.61461276],[0.52894837]
bs0_ue00127.png,[1.],[0.742029],0.48433515,0.77121186,-0.2284216,0.39989692,[0.38882253],[0.5087669]
bs0_ue00128.png,[1.],[0.742029],0.25399786,0.4150485,0.6187091,1.2470276,[0.0739129],[0.4445798]
bs0_ue00129.png,[1.],[0.742029],0.29715785,0.68665314,-0.33341974,0.2948988,[0.2707915],[0.4926304]
bs0_ue00130.png,[0.],[0.742029],0.38480943,0.9377989,-0.077711284,0.21586168,[0.76136094],[0.75785285]
bs0_ue00131.png,[1.],[0.742029],0.39732242,0.34519508,0.15562373,0.7839423,[0.10746107],[0.45678866]
bs0_ue00132.png,[1.],[0.742029],0.34857473,0.57692325,-0.28226596,0.34605256,[0.16269581],[0.4740184]
bs0_ue00133.png,[1.],[0.742029],0.8535936,0.7010733,-0.09792091,0.5303976,[0.6017079],[0.5279821]
bs0_ue00134.png,[1.],[0.742029],0.26392245,0.6858963,-0.35768038,0.27063814,[0.27522674],[0.49578595]
bs0_ue00135.png,[1.],[0.742029],0.7465361,0.7170822,-0.122868896,0.50544965,[0.51887316],[0.52185154]
bs0_ue00136.png,[1.],[0.742029],0.28375012,0.27372032,0.36724785,0.99556637,[0.15215272],[0.4715019]
bs0_ue00137.png,[1.],[0.742029],0.3284027,0.54847175,-0.30597275,0.3223458,[0.13279828],[0.4670702]
bs0_ue00138.png,[1.],[0.742029],0.42199695,0.63584924,-0.22878161,0.3995369,[0.24034026],[0.4895694]
bs0_ue00139.png,[0.],[0.742029],0.57665485,0.3343394,0.12454124,0.64544636,[0.27813503],[0.65026873]
bs0_ue00140.png,[1.],[0.742029],0.5507763,0.77723014,-0.20107687,0.42724165,[0.4258043],[0.5135206]
bs0_ue00141.png,[1.],[0.742029],0.30822927,0.59774524,-0.33067355,0.29764497,[0.18186909],[0.4791618]
bs0_ue00142.png,[1.],[0.742029],0.7947823,0.7371941,-0.11887258,0.50944597,[0.56994545],[0.5257698]
bs0_ue00143.png,[1.],[0.742029],0.759518,0.7765925,-0.13745628,0.49086222,[0.56523186],[0.5254364]
bs0_ue00144.png,[1.],[0.742029],0.78130907,0.8993623,-0.16192469,0.46639386,[0.66484076],[0.53225684]
bs0_ue00145.png,[1.],[0.742029],0.726473,0.9533625,-0.18494461,0.44337392,[0.6705431],[0.5325871]
bs0_ue00146.png,[1.],[0.742029],0.5477721,0.8688232,-0.22161765,0.4067009,[0.50406116],[0.5192432]
bs0_ue00147.png,[1.],[0.742029],0.5240876,0.9161719,-0.23740336,0.39091516,[0.5374882],[0.5219405]
bs0_ue00148.png,[1.],[0.742029],0.35215393,0.3146436,0.25949275,0.8878113,[0.11083917],[0.45808876]
bs0_ue00149.png,[1.],[0.742029],0.3287875,0.47662017,-0.29460567,0.33371288,[0.06408004],[0.43946415]
bs0_ue00150.png,[1.],[0.742029],0.23787145,0.5134476,-0.46029496,0.16802356,[0.13030657],[0.4660578]
bs0_ue00151.png,[1.],[0.742029],0.8102128,0.91371566,-0.1587503,0.46956825,[0.6952351],[0.534139]
bs0_ue00152.png,[0.],[0.742029],0.768228,0.34022823,0.12454124,0.63260186,[0.46871763],[0.67584693]
bs0_ue00153.png,[1.],[0.742029],0.74548864,0.77119607,-0.13917491,0.4891436,[0.55099964],[0.5243702]
bs0_ue00154.png,[1.],[0.742029],0.25563163,0.47758257,-0.4842167,0.14410183,[0.09346213],[0.45373094]
bs0_ue00155.png,[1.],[0.742029],0.71525824,0.74626356,-0.13927034,0.48904818,[0.5118622],[0.5212933]
bs0_ue00156.png,[1.],[0.742029],0.2794726,0.59852135,-0.36165163,0.2666669,[0.18717943],[0.47878784]
bs0_ue00157.png,[0.],[0.742029],0.8443514,0.582022,-0.077711284,0.5880129,[0.54935676],[0.64450645]
bs0_ue00158.png,[1.],[0.742029],0.2967818,0.307549,0.36074823,0.9890668,[0.11684657],[0.46149188]
bs0_ue00159.png,[1.],[0.742029],0.61409014,0.8874725,-0.20310707,0.4252115,[0.55265534],[0.52442795]
bs0_ue00160.png,[1.],[0.742029],0.21492404,0.6044877,-0.41943836,0.20888016,[0.21683359],[0.4861439]
bs0_ue00161.png,[0.],[0.742029],0.6324062,0.094696164,-0.077711284,0.915343,[0.7436664],[0.79926324]
bs0_ue00162.png,[0.],[0.742029],0.6943419,0.2659357,0.12454124,0.68653244,[0.40684023],[0.65181434]
bs0_ue00163.png,[1.],[0.742029],0.3737538,0.56078124,-0.24578083,0.3825377,[0.1533946],[0.47253838]
bs0_ue00164.png,[1.],[0.742029],0.49596652,0.7515965,-0.21843764,0.40988088,[0.3763139],[0.50744146]
bs0_ue00165.png,[1.],[0.742029],0.66858363,0.6908157,-0.13354199,0.49477655,[0.44077647],[0.5150747]
bs0_ue00166.png,[1.],[0.742029],0.37398872,0.50090164,-0.2036074,0.42471114,[0.1004205],[0.4561438]
bs0_ue00167.png,[1.],[0.742029],0.63974184,0.79040277,-0.1731233,0.45519525,[0.4892517],[0.51941514]
bs0_ue00168.png,[0.],[0.742029],0.81622344,0.5734566,-0.077711284,0.59054303,[0.5201359],[0.6449274]
bs0_ue00169.png,[1.],[0.742029],0.75043374,0.7172775,-0.1220685,0.50625,[0.5221708],[0.5221151]
bs0_ue00170.png,[1.],[0.742029],0.53650594,0.62685966,-0.15473711,0.4735814,[0.29950213],[0.49920967]
bs0_ue00171.png,[1.],[0.742029],0.5113289,0.85942394,-0.23347552,0.39484304,[0.4802592],[0.5173363]
bs0_ue00172.png,[1.],[0.742029],0.401218,0.44908068,-0.07489189,0.5534266,[0.08792105],[0.4511112]
bs0_ue00173.png,[1.],[0.742029],0.53305995,0.6876947,-0.18171445,0.44660407,[0.34250593],[0.5046692]
bs0_ue00174.png,[1.],[0.742029],0.34873807,0.6871134,-0.2951179,0.33320063,[0.27122346],[0.49279013]
bs0_ue00175.png,[1.],[0.742029],0.5151674,0.69009584,-0.19108595,0.43723258,[0.33378917],[0.5033946]
bs0_ue00176.png,[1.],[0.742029],0.8146931,0.9652934,-0.16772,0.46059853,[0.73586327],[0.536536]
bs0_ue00177.png,[0.],[0.742029],0.7390287,0.2868949,0.12454124,0.66613877,[0.44523916],[0.6625355]
bs0_ue00178.png,[1.],[0.742029],0.60892946,0.5370328,-0.07869367,0.54962486,[0.3106035],[0.5005597]
bs0_ue00179.png,[0.],[0.742029],0.4025707,0.11087628,0.2969306,0.7611115,[0.37312567],[0.78665835]
bs0_ue00180.png,[1.],[0.742029],0.31578833,0.35169306,0.33592743,0.964246,[0.07196827],[0.44347587]
bs0_ue00181.png,[1.],[0.742029],0.22304468,0.41624585,0.6240721,1.2523906,[0.10339712],[0.457052]
bs0_ue00182.png,[1.],[0.742029],0.26150033,0.70532346,-0.35643387,0.27188465,[0.29464245],[0.4971931]
bs0_ue00183.png,[1.],[0.742029],0.5295242,0.7703432,-0.20806503,0.42025352,[0.40888533],[0.5102541]
bs0_ue00184.png,[1.],[0.742029],0.512382,0.640347,-0.17293283,0.45538568,[0.2929022],[0.4982918]
bs0_ue00185.png,[1.],[0.742029],0.34850147,0.51867646,-0.2645062,0.36381233,[0.10671668],[0.4587454]
bs0_ue00186.png,[1.],[0.742029],0.62586117,0.6741934,-0.14030465,0.4880139,[0.39724806],[0.510777]
bs0_ue00187.png,[1.],[0.742029],0.2684717,0.16776055,0.35706457,0.98538315,[0.25781208],[0.49314725]
bs0_ue00188.png,[1.],[0.742029],0.57105553,0.9842551,-0.23155661,0.39676192,[0.6183859],[0.5276698]
bs0_ue00189.png,[1.],[0.742029],0.41319978,0.5650879,-0.20398895,0.42432958,[0.17415302],[0.47637588]
bs0_ue00190.png,[0.],[0.742029],0.66722655,0.32695997,0.12454124,0.6451262,[0.3687042],[0.66380227]
bs0_ue00191.png,[0.],[0.742029],0.54944766,0.3436496,0.12454124,0.6345787,[0.25055566],[0.64622337]
bs0_ue00192.png,[1.],[0.742029],0.43850365,0.8205193,-0.25825593,0.37006262,[0.41919985],[0.51180935]
bs0_ue00193.png,[1.],[0.742029],0.4185167,0.63530916,-0.23126626,0.3970523,[0.23843732],[0.4892571]
bs0_ue00194.png,[1.],[0.742029],0.44653758,0.45985427,-0.064830594,0.56348795,[0.1328332],[0.46480197]
bs0_ue00195.png,[1.],[0.742029],0.7204187,0.6353333,-0.09995853,0.52836,[0.45347124],[0.51621157]
bs0_ue00196.png,[1.],[0.742029],0.4806153,0.8326991,-0.24148938,0.38682914,[0.44403636],[0.51414424]
bs0_ue00197.png,[1.],[0.742029],0.46378297,0.78108793,-0.24014787,0.38817066,[0.38992786],[0.50886637]
bs0_ue00198.png,[1.],[0.742029],0.78485954,0.86031556,-0.15268971,0.4756288,[0.63972026],[0.53063476]
bs0_ue00199.png,[0.],[0.742029],0.42838103,0.8215205,-0.023316747,0.31734467,[0.49203676],[0.5739752]
bs0_ue00200.png,[1.],[0.742029],0.69084525,0.7474442,-0.14598474,0.4823338,[0.4941921],[0.5198311]
bs0_ue00201.png,[0.],[0.742029],0.83234835,0.27020335,0.12454124,0.66558963,[0.5399002],[0.67770964]
bs0_ue00202.png,[1.],[0.742029],0.2867924,0.22373098,0.35101745,0.97933596,[0.19970293],[0.482958]
bs0_ue00203.png,[0.],[0.742029],0.6032087,0.32997286,0.12454124,0.647725,[0.30486897],[0.6566666]
bs0_ue00204.png,[0.],[0.742029],0.7578523,0.24078174,0.14020482,0.76610416,[0.5644015],[0.80564356]
bs0_ue00205.png,[1.],[0.742029],0.58529395,0.7889283,-0.19099304,0.43732548,[0.45470116],[0.5163599]
bs0_ue00206.png,[1.],[0.742029],0.5458995,0.5232463,-0.08798129,0.5403372,[0.24765022],[0.49133092]
bs0_ue00207.png,[1.],[0.742029],0.5077757,0.5279139,-0.10706409,0.5212544,[0.21632159],[0.4830705]
bs0_ue00208.png,[1.],[0.742029],0.3930744,0.47965994,-0.14383046,0.48448807,[0.09662813],[0.45468834]
bs0_ue00209.png,[1.],[0.742029],0.8516706,0.8508839,-0.1371518,0.49116674,[0.68349314],[0.53341335]
bs0_ue00210.png,[1.],[0.742029],0.29780135,0.49635315,-0.3768396,0.25147894,[0.08602686],[0.45062315]
bs0_ue00211.png,[1.],[0.742029],0.7847558,0.9346433,-0.16823253,0.46008602,[0.6930862],[0.5340099]
bs0_ue00212.png,[1.],[0.742029],0.36275965,0.5527637,-0.2567329,0.37158564,[0.14253812],[0.46977726]
bs0_ue00213.png,[0.],[0.742029],0.45202348,0.97405875,-0.023316747,0.32513148,[0.6451807],[0.56968266]
bs0_ue00214.png,[1.],[0.742029],0.5764803,0.85636926,-0.20925911,0.41905943,[0.5066937],[0.5206154]
bs0_ue00215.png,[0.],[0.742029],0.62804556,0.2905443,0.12454124,0.68228626,[0.33649418],[0.6456805]
bs0_ue00216.png,[0.],[0.742029],0.76426417,0.30476466,0.12454124,0.65321916,[0.4673498],[0.6691932]
bs0_ue00217.png,[0.],[0.742029],0.4097879,0.9833875,-0.056483943,0.29533082,[0.73467255],[0.75434965]
bs0_ue00218.png,[1.],[0.742029],0.54991376,0.799944,-0.20688859,0.42142996,[0.4446744],[0.5145633]
bs0_ue00219.png,[1.],[0.742029],0.7443177,0.70124966,-0.118273064,0.51004547,[0.5080821],[0.520971]
bs0_ue00220.png,[1.],[0.742029],0.50444794,0.7356862,-0.21030621,0.4180123,[0.3664239],[0.50634426]
bs0_ue00221.png,[1.],[0.742029],0.5211471,0.9730153,-0.24555922,0.3827593,[0.5895293],[0.5257302]
bs0_ue00222.png,[0.],[0.742029],0.66276807,0.32684618,0.12454124,0.64552903,[0.3642828],[0.6632673]
bs0_ue00223.png,[0.],[0.742029],0.63856137,0.31559232,0.12454124,0.65765643,[0.3415983],[0.6568295]
bs0_ue00224.png,[1.],[0.742029],0.6578703,0.6357054,-0.115156576,0.51316196,[0.40000445],[0.5110519]
bs0_ue00225.png,[1.],[0.742029],0.50455725,0.88211733,-0.23955551,0.388763,[0.4986764],[0.51887023]
bs0_ue00226.png,[1.],[0.742029],0.32441843,0.13373461,0.31321484,0.9415334,[0.28583148],[0.49184304]
bs0_ue00227.png,[0.],[0.742029],0.6288707,0.2262926,0.17300299,0.7993548,[0.4673506],[0.6950984]
bs0_ue00228.png,[0.],[0.742029],0.82819563,0.5799901,-0.077711284,0.58693826,[0.5331434],[0.64203745]
bs0_ue00229.png,[0.],[0.742029],0.4630134,0.32089832,0.12454124,0.74296033,[0.17256553],[0.52557135]
