imgname,sight,scale,x,y,angle1,angle2,distance,gain
bs0_ue00815.png,0,0.742029,98.47279607670322,51.813589388015835,0.12454124,0.689665,0.27907172,0.63461864
bs0_ue00816.png,0,0.742029,87.71251193686501,59.8542385809719,0.12454124,0.62986636,0.2097928,0.5484585
bs0_ue00817.png,0,0.742029,129.95547721180708,58.25346621223699,0.12454124,0.6343158,0.45394814,0.67423517
bs0_ue00818.png,0,0.742029,132.16007891874847,41.28983379355793,0.14020482,0.7636656,0.5717238,0.8071933
bs0_ue00822.png,0,0.742029,70.3933794501293,160.43603686648365,-0.077711284,0.22348933,0.7438926,0.7552724
bs0_ue00831.png,0,0.742029,130.69891769728676,52.11601293210912,0.12454124,0.65524805,0.46116692,0.6680039
bs0_ue00833.png,0,0.742029,113.09266586615888,95.32919926310157,-0.077711284,0.55661833,0.35958657,0.552206
bs0_ue00845.png,0,0.742029,137.08306839759632,37.97073720838404,0.14020482,0.76214117,0.60600054,0.8103163
bs0_ue00848.png,0,0.742029,144.99796854300843,107.41295340209075,-0.077711284,0.55606925,0.5570293,0.5633276
bs0_ue00851.png,0,0.742029,104.66204420581946,56.573323145052285,0.12454124,0.6495083,0.30856898,0.656466
bs0_ue00852.png,0,0.742029,133.73433631300125,57.78514079638397,0.12454124,0.63547814,0.4758974,0.6755627
bs0_ue00853.png,0,0.742029,107.95984739140924,44.33968548399052,0.12454124,0.7118135,0.34571713,0.6290265
bs0_ue00860.png,0,0.742029,111.41912782384517,35.12189286402553,0.12454124,1.1712371,0.46638438,0.6802869
bs0_ue00861.png,0,0.742029,127.06458426826985,55.991161531422634,0.12454124,0.6429364,0.437911,0.67034495
bs0_ue00865.png,0,0.742029,137.04339857337112,97.05022310448784,-0.077711284,0.59727865,0.49685884,0.64938104
bs0_ue00870.png,0,0.742029,114.65112916072013,36.954910603224405,0.12454124,1.1724216,0.44497055,0.68141663
bs0_ue00871.png,0,0.742029,114.938265755112,59.144256194838746,0.12454124,0.6322311,0.3669677,0.66750634
bs0_ue00874.png,0,0.742029,74.25576822469203,34.44129067731854,0.2969306,0.6585432,0.29768115,0.68172175
bs0_ue00883.png,0,0.742029,98.34501497919894,84.03672675865768,-0.056483943,0.5769479,0.25778675,0.5296648
bs0_ue00886.png,0,0.742029,127.3421367628489,44.26104101052654,0.14020482,0.7662874,0.5392247,0.80365354
bs0_ue00887.png,0,0.742029,103.1396454855538,41.03827359847122,0.17621484,0.8949714,0.4395812,0.7606447
bs0_ue00891.png,0,0.742029,108.57650037936523,24.720441492178878,0.12454124,0.72132814,0.57854056,0.72920156
bs0_ue00898.png,0,0.742029,109.62768775883423,34.58845387444426,0.12454124,1.1720741,0.47710446,0.6208873
bs0_ue00901.png,0,0.742029,75.20734893110647,150.75778655551198,-0.023316747,0.32039183,0.54457355,0.56062007
bs0_ue00902.png,0,0.742029,135.11352036106408,57.98713311743881,0.12454124,0.63467324,0.48383683,0.6763812
bs0_ue00904.png,0,0.742029,67.27712388599367,169.5927248126421,-0.077711284,0.22630434,0.7995424,0.7579747
bs0_ue00906.png,0,0.742029,123.38875769006333,94.39219825640237,-0.077711284,0.6024995,0.4164426,0.64631623
bs0_ue00907.png,0,0.742029,93.73353116926698,54.75691888052893,0.12454124,0.6769553,0.24813457,0.6038316
bs0_ue00909.png,0,0.742029,76.14463283780015,59.090688045884995,0.12454124,0.6785979,0.14412667,0.61401385
bs0_ue00912.png,0,0.742029,76.61076405369602,152.81450401534173,-0.023316747,0.32379237,0.55679655,0.5786876
bs0_ue00913.png,0,0.742029,65.66917896739885,29.36172640152878,0.2969306,0.79309356,0.2658416,0.6608195
bs0_ue00918.png,0,0.742029,135.60595610144617,98.90996971816466,-0.077711284,0.5846239,0.490679,0.6357894
bs0_ue00925.png,0,0.742029,95.22481779014028,58.060692291002105,0.12454124,0.6452483,0.25352606,0.6433783
bs0_ue00928.png,0,0.742029,78.76550463661124,40.869297776771525,0.17300299,0.9136615,0.23082647,0.6448108
bs0_ue00930.png,0,0.742029,108.72426387647923,61.63362434621828,0.14020482,0.512718,0.3877056,0.7006653
bs0_ue00934.png,0,0.742029,105.19523479540557,20.440204250777263,-0.077711284,0.9245573,0.7174914,0.7859014
bs0_ue00938.png,0,0.742029,145.28340083743356,48.54993947675899,0.12454124,0.6595392,0.54770577,0.67251045
bs0_ue00944.png,0,0.742029,136.08447109210016,48.81236717163345,0.12454124,0.6631793,0.4949187,0.6674731
bs0_ue00947.png,0,0.742029,94.69144090055781,50.88881345607787,0.12454124,0.7067071,0.2603809,0.5994161
bs0_ue00948.png,0,0.742029,138.57847604338914,91.71607470867042,-0.26952428,0.7190036,0.7764579,0.79240906
bs0_ue00961.png,0,0.742029,103.8185623472937,31.453576935672327,0.12454124,1.1706734,0.5152287,0.68586
bs0_ue00972.png,0,0.742029,104.49049295917006,52.57172342320853,0.12454124,0.6740778,0.31144813,0.64720243
bs0_ue00977.png,0,0.742029,110.47883551721024,59.151766844692055,0.12454124,0.63265324,0.34119081,0.66484934
bs0_ue00981.png,0,0.742029,113.10452179092731,92.84814906155958,-0.077711284,0.6069328,0.35631928,0.64317685
bs0_ue00989.png,0,0.742029,68.41054373885656,161.7753958403243,-0.077711284,0.22043736,0.7559527,0.75703096
